MONTH_DAY,TMIN,TMAX,AWND,PRCP,YEARS_COUNT
12-07,-4.83,0.26285714285714296,1.79,0.07428571428571429,35.0
12-08,-4.975714285714286,0.3057142857142857,2.0085714285714285,0.5257142857142857,35.0
12-09,-4.8271428571428565,0.47,2.2114285714285717,0.28714285714285714,35.0
12-10,-5.1171428571428565,0.4185714285714286,2.2,0.43,35.0
12-11,-5.515714285714286,-0.11714285714285719,2.26,0.1842857142857143,35.0
12-12,-4.7942857142857145,0.20714285714285718,2.0628571428571427,0.1457142857142857,35.0
12-13,-4.609999999999999,0.6657142857142856,2.1757142857142857,0.47285714285714286,35.0
12-14,-4.34,0.45999999999999996,2.337142857142857,0.5514285714285715,35.0
12-15,-4.467142857142857,-0.018571428571428607,2.4028571428571426,1.0885714285714285,35.0
12-16,-5.111428571428571,-0.05428571428571435,2.3,0.32571428571428573,35.0
12-17,-5.667142857142857,-0.3785714285714285,1.97,0.14285714285714285,35.0
12-18,-5.784285714285714,-0.8814285714285713,2.11,0.09857142857142856,35.0
12-19,-6.1,-0.7628571428571428,2.315714285714286,0.08,35.0
12-20,-5.498571428571428,-0.84,2.2728571428571427,0.24428571428571424,35.0
12-21,-5.752857142857143,-1.0842857142857143,2.474285714285714,0.48999999999999994,35.0
12-22,-5.854285714285714,-1.2442857142857144,2.1142857142857143,0.14857142857142858,35.0
12-23,-6.398571428571429,-1.6214285714285714,2.3514285714285714,0.3842857142857143,35.0
12-24,-6.388571428571429,-1.2614285714285713,2.174285714285714,0.48999999999999994,35.0
12-25,-5.604285714285714,-0.9157142857142856,2.1657142857142855,1.25,35.0
12-26,-5.461428571428572,-0.8157142857142856,2.1685714285714286,0.43857142857142856,35.0
12-27,-5.308571428571429,-0.41285714285714287,2.005714285714286,0.34857142857142853,35.0
12-28,-5.527142857142857,-0.17142857142857146,2.2114285714285717,0.40285714285714286,35.0
12-29,-5.731428571428571,-1.4685714285714286,2.2314285714285713,0.8928571428571429,35.0
12-30,-6.2,-1.3342857142857143,2.2985714285714285,0.7571428571428571,35.0
12-31,-7.005714285714285,-2.1728571428571426,2.2823529411764705,0.20285714285714285,35.0
